ID,Source,Severity,Start_Time,End_Time,latitude,longitude,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-241,Source2,3,2016-02-18 07:55:22,2016-02-18 08:25:22,41.422199,-81.843018,,,0.01,Accident on I-480 Eastbound at Exit 9 OH-17 Brookpark Rd. Expect delays.,Grayton Rd,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-18 07:51:00,12.9,6.9,88.0,30.58,8.0,SSE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-242,Source3,3,2016-02-18 07:50:11,2016-02-18 08:20:11,39.819839,-84.189087,,,0.01,One lane blocked due to accident on I-75 Northbound at Exit 58 Needmore Rd.,Needmore Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-18 07:56:00,26.1,,81.0,30.5,5.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-243,Source3,2,2016-02-18 08:01:09,2016-02-18 08:31:09,39.745735,-84.120644,,,0.01,One lane blocked due to accident on US-35 Westbound at Woodman Dr.,Woodman Dr,Dayton,Montgomery,OH,45432,US,US/Eastern,KFFO,2016-02-18 07:58:00,25.9,,86.0,30.5,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-244,Source2,3,2016-02-18 08:00:26,2016-02-18 08:30:26,40.004749,-82.867638,,,0.01,Right hand shoulder blocked due to accident on I-270 Outerbelt Northbound at Exit 37 OH-317 Hamilton Rd.,N Hamilton Rd,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-18 07:51:00,27.0,23.0,75.0,30.51,7.0,East,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-245,Source2,2,2016-02-18 08:15:01,2016-02-18 08:45:01,39.626396,-84.20768699999998,,,0.01,Accident on Washington Church Rd near Lyons Rd. Expect delays.,Lyons Rd,Miamisburg,Montgomery,OH,45342-5453,US,US/Eastern,KMGY,2016-02-18 07:53:00,27.0,23.0,78.0,30.48,5.0,South,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-246,Source2,2,2016-02-18 08:12:56,2016-02-18 08:42:56,39.761005,-84.15855400000002,,,0.01,Accident on 5th St at Torrence St. Expect delays.,E 5th St,Dayton,Montgomery,OH,45403-2633,US,US/Eastern,KFFO,2016-02-18 07:58:00,25.9,,86.0,30.5,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-247,Source2,2,2016-02-18 08:15:59,2016-02-18 08:45:59,39.765377,-84.155914,,,0.0,Accident on Philadelphia St near 3rd St. Expect delays.,E 3rd St,Dayton,Montgomery,OH,45403-2021,US,US/Eastern,KFFO,2016-02-18 07:58:00,25.9,,86.0,30.5,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-248,Source2,3,2016-02-18 08:20:00,2016-02-18 08:50:00,39.936871,-82.936317,,,0.01,Accident on I-70 Eastbound at Exit 103B Alum Creek Dr. Expect delays.,I-70 E,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,2016-02-18 07:51:00,27.0,23.0,75.0,30.51,7.0,East,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-249,Source2,3,2016-02-18 08:22:38,2016-02-18 08:52:38,41.420666,-81.81644399999998,,,0.01,Accident on I-71 at Exit 238 I-480.,Outerbelt South Fwy W,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-18 08:51:00,16.0,6.3,81.0,30.62,10.0,ESE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-250,Source2,2,2016-02-18 08:29:38,2016-02-18 08:59:38,39.607605,-84.15598299999998,,,0.0,Accident on Marco Ln at Mandel Dr. Expect delays.,Marco Ln,Dayton,Montgomery,OH,45458-3853,US,US/Eastern,KMGY,2016-02-18 08:53:00,28.9,,75.0,30.5,6.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-251,Source2,2,2016-02-18 08:37:28,2016-02-18 09:07:28,39.819809,-84.18710300000002,,,0.0,Accident on Wadsworth Rd at Needmore Rd. Expect delays.,Needmore Rd,Dayton,Montgomery,OH,45414-4203,US,US/Eastern,KDAY,2016-02-18 08:56:00,30.9,27.5,79.0,30.51,5.0,SE,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-252,Source2,3,2016-02-18 08:39:27,2016-02-18 09:09:27,41.371895,-81.820786,,,0.01,Accident on I-71 Northbound at Exit 235 Bagley Rd. Expect delays.,I-71 N,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,2016-02-18 08:51:00,16.0,6.3,81.0,30.62,10.0,ESE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-253,Source2,2,2016-02-18 08:48:51,2016-02-18 09:18:51,39.999187,-83.075813,,,0.01,Accident on US-33 Riverside Dr at Trabue Rd / Cambridge Blvd. Expect delays.,Riverside Dr,Columbus,Franklin,OH,43221-4020,US,US/Eastern,KOSU,2016-02-18 08:53:00,27.0,19.5,85.0,30.53,8.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-254,Source2,2,2016-02-18 08:51:29,2016-02-18 09:21:29,39.741695,-84.163101,,,0.0,Accident on Illinois Ave at Buchanan Ave. Expect delays.,Illinois Ave,Dayton,Montgomery,OH,45410-2036,US,US/Eastern,KFFO,2016-02-18 08:58:00,30.4,,82.0,30.52,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-255,Source2,3,2016-02-18 09:00:07,2016-02-18 09:30:07,39.917412,-83.014236,,,0.01,Right hand shoulder blocked due to accident on I-71 Northbound at Exit 104 OH-104 Frank Rd.,Frank Rd,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-18 08:50:00,26.6,,80.0,30.5,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-256,Source2,2,2016-02-18 09:03:24,2016-02-18 09:48:24,41.423275,-81.76001,,,0.01,Accident on Tiedeman Rd Southbound at Cascade Xing.,Cascade Xing,Cleveland,Cuyahoga,OH,44144-2320,US,US/Eastern,KCLE,2016-02-18 08:51:00,16.0,6.3,81.0,30.62,10.0,ESE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-257,Source3,3,2016-02-18 09:25:10,2016-02-18 09:55:10,39.993843,-82.985054,,,0.01,Two lanes blocked due to accident on I-71 Southbound at Exit 110B 11th Ave. Expect delays.,North Fwy N,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-02-18 09:51:00,30.0,23.2,72.0,30.53,7.0,East,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-258,Source2,3,2016-02-18 09:22:26,2016-02-18 09:52:26,41.36974,-81.821457,,,0.01,Accident on I-71 Southbound at Exit 235 Bagley Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,2016-02-18 09:51:00,21.9,12.5,63.0,30.62,10.0,ESE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-259,Source2,3,2016-02-18 09:26:39,2016-02-18 09:56:39,41.420506,-81.816078,,,0.01,One lane blocked due to accident on I-71 Northbound near Exit 238 I-480. Expect delays.,I-480 E,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-18 09:51:00,21.9,12.5,63.0,30.62,10.0,ESE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-260,Source2,3,2016-02-18 09:26:00,2016-02-18 09:56:00,41.407391,-81.64676700000003,,,0.01,One lane blocked due to accident on I-480 Eastbound at Exit 20A-B I-77. Expect delays.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,2016-02-18 09:53:00,24.1,17.0,62.0,30.59,10.0,SSE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-261,Source2,2,2016-02-18 09:45:05,2016-02-18 10:15:05,39.869961,-84.137642,,,0.01,Accident on OH-202 Troy Pike Southbound at I-70 Exit 36.,Troy Pike,Dayton,Montgomery,OH,45424,US,US/Eastern,KFFO,2016-02-18 08:58:00,30.4,,82.0,30.52,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-262,Source2,3,2016-02-18 10:15:59,2016-02-18 10:45:59,39.75782,-83.303154,,,0.01,One lane blocked due to accident on I-71 Southbound at Exit 84 OH-56 State Route 56. Expect delays.,State Route 56 SE,Mount Sterling,Madison,OH,43143,US,US/Eastern,KTZR,2016-02-18 09:50:00,32.0,26.4,75.0,30.51,7.0,ESE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-263,Source2,3,2016-02-18 11:27:16,2016-02-18 11:57:16,39.84182,-84.18960600000003,,,0.01,Right hand shoulder blocked due to accident on I-75 Southbound at Exit 59 Wyse Rd.,Benchwood Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-18 11:56:00,39.0,33.4,60.0,30.53,9.0,South,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-264,Source2,2,2016-02-18 13:44:49,2016-02-18 14:14:49,39.695045,-84.10419499999998,,,0.0,Accident on Walnut St at Birch Aly.,Walnut St,Beavercreek,Montgomery,OH,45440-1379,US,US/Eastern,KMGY,2016-02-18 13:53:00,37.9,31.5,57.0,30.47,10.0,South,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-265,Source2,2,2016-02-18 15:31:55,2016-02-18 16:16:55,39.754223,-84.224075,,,0.01,Accident on James H McGee Blvd at 3rd St.,N James H McGee Blvd,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-18 15:58:00,39.9,33.4,53.0,30.45,10.0,SE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-266,Source2,2,2016-02-18 15:46:33,2016-02-18 16:31:33,39.759544,-84.191811,,,0.01,Accident on Ludlow St at OH-48 Main St.,S Main St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-18 15:58:00,39.9,33.4,53.0,30.45,10.0,SE,10.4,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-267,Source2,2,2016-02-18 15:46:10,2016-02-18 16:31:10,39.755566,-84.180534,,,0.01,Accident on Wayne Ave at Cass St.,Wayne Ave,Dayton,Montgomery,OH,45410-1117,US,US/Eastern,KFFO,2016-02-18 15:58:00,39.9,33.4,53.0,30.45,10.0,SE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-268,Source2,3,2016-02-18 16:40:55,2016-02-18 17:10:55,39.960938,-84.189583,,,0.01,Delays expected due to accident on I-75 Northbound at Exit 68 OH-571 Main St.,W Main St,Tipp City,Miami,OH,45371,US,US/Eastern,KDAY,2016-02-18 16:56:00,37.9,28.2,60.0,30.41,10.0,SSE,18.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-269,Source2,2,2016-02-18 16:43:30,2016-02-18 17:13:30,39.609039,-84.155869,,,0.0,Accident on Mandel Dr at Box Elder Dr.,Mandel Dr,Dayton,Montgomery,OH,45458-3876,US,US/Eastern,KMGY,2016-02-18 16:53:00,37.9,28.9,55.0,30.41,10.0,SE,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-270,Source2,3,2016-02-18 17:16:50,2016-02-18 17:46:50,39.953472,-82.960274,,,0.01,Accident on I-70 Eastbound at Exit 102 Kelton Ave. Approach with care.,I-70 E,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2016-02-18 16:51:00,35.1,29.3,57.0,30.47,9.0,ESE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-271,Source2,2,2016-02-18 17:24:32,2016-02-18 18:09:32,40.106297,-83.036079,,,0.01,Accident on OH-315 Olentangy Fwy at I-270 Outerbelt.,Olentangy Fwy S,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-18 17:53:00,36.0,28.5,59.0,30.43,10.0,ESE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-272,Source2,2,2016-02-19 04:22:53,2016-02-19 04:52:53,39.812687,-84.22734799999998,,,0.01,Accident on Shoup Mill Rd at Turner Rd. Expect delays.,N Main St,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-02-19 03:56:00,39.9,30.8,63.0,30.13,10.0,SSE,18.4,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-273,Source2,2,2016-02-19 04:23:43,2016-02-19 04:53:43,39.724258,-84.213142,,,0.01,Accident on Springboro Rd at Arbor Blvd. Expect delays.,Arbor Blvd,Moraine,Montgomery,OH,45439-1510,US,US/Eastern,KMGY,2016-02-19 04:53:00,39.9,32.9,60.0,30.12,10.0,South,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-274,Source2,2,2016-02-19 05:00:42,2016-02-19 05:30:42,39.929554,-82.995773,,,0.01,Accident on US-23 High St at Morrill Ave. Expect delays.,W Morrill Ave,Columbus,Franklin,OH,43207-1850,US,US/Eastern,KLCK,2016-02-19 04:55:00,35.4,28.4,68.0,30.18,10.0,SE,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-275,Source2,3,2016-02-19 05:24:23,2016-02-19 05:54:23,39.976398,-83.119225,,,0.01,One lane blocked due to accident on I-70 Westbound at Exits 93 93A 93B I-270 Outerbelt. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,2016-02-19 05:15:00,34.9,27.1,70.0,30.16,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-276,Source2,2,2016-02-19 06:08:10,2016-02-19 06:53:10,39.915928,-82.98246800000003,,,0.01,Accident on Groveport Rd at OH-104 Frank Rd.,Groveport Rd,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,2016-02-19 06:15:00,35.4,29.7,68.0,30.15,10.0,SSE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-277,Source2,2,2016-02-19 06:33:33,2016-02-19 07:03:33,39.009884,-84.173073,,,0.01,Accident on OH-125 State Route 125 at OH-222 State Route 222 / OH-125 Ohio Pike. Expect delays.,State Route 125,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,2016-02-19 06:36:00,43.5,37.1,57.0,30.11,10.0,South,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-278,Source2,2,2016-02-19 06:36:02,2016-02-19 07:06:02,39.737701,-84.134987,,,0.0,Accident on Meriline Ave at Farnham Ave. Expect delays.,Meriline Ave,Dayton,Montgomery,OH,45420-2827,US,US/Eastern,KFFO,2016-02-19 06:58:00,41.0,34.7,61.0,30.1,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-279,Source2,2,2016-02-19 07:06:51,2016-02-19 07:36:51,39.974285,-82.961174,,,0.0,Accident on Taylor Ave at Greenway Ave. Expect delays.,Taylor Ave,Columbus,Franklin,OH,43203-1222,US,US/Eastern,KCMH,2016-02-19 06:51:00,36.0,27.5,57.0,30.16,10.0,SE,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
A-280,Source2,2,2016-02-19 07:23:09,2016-02-19 07:53:09,40.152611,-82.686996,,,0.01,Accident on US-62 Coshocton St at Williams St.,N Williams St,Johnstown,Licking,OH,43031-1037,US,US/Eastern,KCMH,2016-02-19 07:51:00,37.0,28.9,57.0,30.15,10.0,SE,12.7,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-281,Source2,2,2016-02-19 07:39:56,2016-02-19 08:09:56,39.786629,-84.18869000000002,,,0.01,Accident on Stanley Ave at Keowee St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,2016-02-19 07:58:00,42.8,37.0,60.0,30.08,10.0,SSE,10.4,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-282,Source2,2,2016-02-19 07:38:00,2016-02-19 08:08:00,40.016937,-83.156601,,,0.01,Accident on Hilliard Rome Rd at Tinapple Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9601,US,US/Eastern,KOSU,2016-02-19 07:53:00,37.0,29.3,62.0,30.12,10.0,SE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-283,Source2,2,2016-02-19 07:51:29,2016-02-19 08:21:29,40.003746,-83.15389300000002,,,0.01,Accident on Roberts Rd at Hilliard Rome Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9468,US,US/Eastern,KOSU,2016-02-19 07:53:00,37.0,29.3,62.0,30.12,10.0,SE,11.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-284,Source2,3,2016-02-19 07:52:38,2016-02-19 08:22:38,39.736061,-84.093002,,,0.01,Accident on I-675 Northbound near Exits 13A 13A-B 13B US-35. Expect delays.,I-675 S,Dayton,Greene,OH,45430,US,US/Eastern,KFFO,2016-02-19 07:58:00,42.8,37.0,60.0,30.08,10.0,SSE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-285,Source2,2,2016-02-19 08:05:52,2016-02-19 08:35:52,41.375961,-83.647453,,,0.0,Accident on Court St at Summit St.,E Court St,Bowling Green,Wood,OH,43402-2428,US,US/Eastern,KTDZ,2016-02-19 07:53:00,43.0,34.5,53.0,29.98,10.0,South,19.6,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-286,Source2,3,2016-02-19 08:18:42,2016-02-19 08:48:42,39.953648,-82.960373,,,0.01,Accident on I-70 Westbound at Exit 102 Kelton Ave. Expect delays.,East Fwy W,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2016-02-19 07:51:00,37.0,28.9,57.0,30.15,10.0,SE,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-287,Source2,2,2016-02-19 08:28:12,2016-02-19 08:58:12,39.767757,-84.231712,,,0.0,Accident on Lexington Ave at Wilson Dr. Expect delays.,Wilson Dr,Dayton,Montgomery,OH,45402-5619,US,US/Eastern,KFFO,2016-02-19 08:58:00,47.7,,52.0,30.06,10.0,South,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-288,Source2,2,2016-02-19 08:32:47,2016-02-19 09:02:47,39.800312,-84.218811,,,0.0,Accident on Redwood Ave at OH-48 Main St. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-5105,US,US/Eastern,KDAY,2016-02-19 08:56:00,48.0,,52.0,30.03,10.0,South,27.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-289,Source2,2,2016-02-19 08:58:38,2016-02-19 09:28:38,39.754055,-84.17588,,,0.01,Accident on Wayne Ave at /Keowee St / Wayne Ave. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-19 08:58:00,47.7,,52.0,30.06,10.0,South,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-290,Source2,2,2016-02-19 10:24:05,2016-02-19 10:54:05,39.712257,-84.201782,,,0.0,Accident on Cardington Rd at Lance Dr. Expect delays.,Cardington Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,2016-02-19 09:58:00,49.6,,50.0,30.03,10.0,South,23.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-291,Source2,2,2016-02-19 11:23:40,2016-02-19 11:53:40,39.759201,-84.149101,,,0.0,Accident on Pleasant Ave at Harbine Ave. Expect delays.,Pleasant Ave,Dayton,Montgomery,OH,45403-2728,US,US/Eastern,KFFO,2016-02-19 10:58:00,53.8,,45.0,29.97,10.0,South,25.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-292,Source2,2,2016-02-19 11:45:16,2016-02-19 12:15:16,39.759472,-84.243698,,,0.0,Accident on Walton Ave at Kammer Ave. Expect delays.,Walton Ave,Dayton,Montgomery,OH,45417-1525,US,US/Eastern,KDAY,2016-02-19 11:56:00,57.0,,44.0,29.91,10.0,SSW,27.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-293,Source2,2,2016-02-19 11:37:32,2016-02-19 12:07:32,39.797668,-84.217506,,,0.01,Accident on OH-48 Main St at Ashwood Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-2402,US,US/Eastern,KDAY,2016-02-19 11:56:00,57.0,,44.0,29.91,10.0,SSW,27.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-294,Source2,2,2016-02-19 11:29:02,2016-02-19 12:14:14,39.763664,-84.193298,,,0.01,Accident on OH-48 Main St at OH-4 Monument Ave. Expect delays.,W Monument Ave,Dayton,Montgomery,OH,45402-1201,US,US/Eastern,KFFO,2016-02-19 11:58:00,59.4,,37.0,29.93,10.0,SSW,29.9,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-295,Source2,2,2016-02-19 11:38:14,2016-02-19 12:08:14,39.758121,-84.191414,,,0.01,Accident on OH-48 Main St at 4th St. Expect delays.,E 4th St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-19 11:58:00,59.4,,37.0,29.93,10.0,SSW,29.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-296,Source2,3,2016-02-19 11:27:47,2016-02-19 12:14:05,40.266499,-82.927544,,,0.01,Accident on I-71 Northbound at Exit 131 US-36 State Route 37. Expect delays.,I-71 S,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,2016-02-19 11:36:00,46.4,39.2,57.0,29.95,10.0,South,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-297,Source2,2,2016-02-19 15:12:04,2016-02-19 15:42:04,40.099384,-83.155396,,,0.01,Accident on US-33 Columbus Marysville Rd at Avery Rd.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-19 14:53:00,57.0,,47.0,29.81,10.0,South,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-298,Source2,2,2016-02-19 15:15:38,2016-02-19 15:45:38,39.981926,-83.046265,,,0.01,Accident on 1st Ave Westbound at Broadview Ave.,W 1st Ave,Columbus,Franklin,OH,43212-3426,US,US/Eastern,KOSU,2016-02-19 14:53:00,57.0,,47.0,29.81,10.0,South,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-299,Source2,2,2016-02-19 15:30:32,2016-02-19 16:15:32,39.786633,-84.170837,,,0.01,Accident on OH-202 Troy St at Stanley Ave.,Troy St,Dayton,Montgomery,OH,45404-2726,US,US/Eastern,KFFO,2016-02-19 15:58:00,65.1,,34.0,29.79,10.0,SSW,24.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-300,Source2,2,2016-02-19 16:16:51,2016-02-19 17:01:51,39.765259,-84.13780200000002,,,0.01,Accident on Smithville Rd at 3rd St.,Smithville Rd,Dayton,Montgomery,OH,45403,US,US/Eastern,KFFO,2016-02-19 15:58:00,65.1,,34.0,29.79,10.0,SSW,24.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-301,Source2,3,2016-02-19 17:41:00,2016-02-19 21:00:00,40.10564,-82.949692,,,1.28,Right lane blocked due to accident on I-270 Outerbelt Westbound between Exit 29 OH-3 State St and Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-02-19 17:53:00,57.0,,49.0,29.82,10.0,SSW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-302,Source2,2,2016-02-22 05:20:31,2016-02-22 05:50:31,39.762531,-84.1427,,,0.01,Accident on Wright Ave at 5th St.,S Wright Ave,Dayton,Montgomery,OH,45403-2849,US,US/Eastern,KFFO,2016-02-22 04:58:00,29.5,23.4,94.0,30.14,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-303,Source2,2,2016-02-22 06:11:53,2016-02-22 06:41:53,41.428753,-83.61036700000002,,,0.0,Accident on County Hwy-19 Sugar Ridge Rd at Dunbridge Rd. Expect delays.,Sugar Ridge Rd,Bowling Green,Wood,OH,43402-9687,US,US/Eastern,KTDZ,2016-02-22 05:53:00,28.0,21.7,85.0,30.21,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-304,Source2,2,2016-02-22 06:54:32,2016-02-22 07:24:32,39.985336,-82.78984100000002,,,0.01,Accident on Waggoner Rd at OH-16 Broad St. Expect delays.,E Broad St,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,2016-02-22 06:51:00,30.9,27.5,82.0,30.16,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-305,Source2,2,2016-02-22 07:09:58,2016-02-22 07:39:58,39.955517,-82.87687700000002,,,0.01,Accident on US-40 Main St at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-1309,US,US/Eastern,KCMH,2016-02-22 06:51:00,30.9,27.5,82.0,30.16,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
